Loyalty,total_flights,total_flights_with_companions,total_distance,total_points_accumulated,total_points_redeemed,total_cost_redeemed,points_redemption_ratio,companion_flight_ratio
509136,204,39,437576.1,43748.91,2974.0,29.0,0.06797883650129798,0.19117647058823528
509149,113,44,192485.2,19244.72,6296.6,62.7,0.32718584629966035,0.3893805309734513
509223,112,24,221265.3,22122.43,16416.9,162.9,0.7420929798399182,0.21428571428571427
509345,108,29,217938.9,21788.69,10618.0,105.0,0.4873170438424706,0.26851851851851855
509474,64,5,76777.0,7674.0,0.0,0.0,0.0,0.078125
509513,229,53,394108.6,39402.66,8998.4,89.3,0.2283703689040283,0.2314410480349345
509514,251,35,436076.1,43599.81,11894.0,118.0,0.2727993539421388,0.1394422310756972
509607,108,18,258692.3,25865.53,3517.0,35.0,0.13597246992425827,0.16666666666666666
509614,0,0,0.0,0.0,0.0,0.0,0.0,0.0
509669,34,8,170423.0,17039.0,2535.0,25.0,0.14877633663947415,0.23529411764705882
509686,188,45,414666.8,41458.88,10112.9,99.4,0.24392602983968695,0.2393617021276596
509714,236,33,347785.4,34770.74,7572.0,75.0,0.21776930833223568,0.13983050847457626
509746,130,22,311946.2,31188.52,9460.4,93.0,0.3033295584400927,0.16923076923076924
509809,67,27,106568.0,10655.0,5133.0,51.0,0.4817456593148756,0.40298507462686567
509810,168,24,401586.9,40151.59,6302.3,62.7,0.15696265079415286,0.14285714285714285
509909,80,17,235771.4,23572.54,15359.6,152.0,0.6515886705463221,0.2125
509928,187,63,327715.3,32763.63,18660.1,185.5,0.5695370140610182,0.33689839572192515
509962,157,38,313987.4,31390.94,0.0,0.0,0.0,0.24203821656050956
509965,179,41,356307.5,35624.25,8711.5,85.5,0.24453848151189148,0.22905027932960895
510224,189,42,435284.7,43518.67,21869.1,215.5,0.5025222507948887,0.2222222222222222
510264,47,8,129832.0,12979.0,4752.0,47.0,0.3661299021496263,0.1702127659574468
510329,187,41,357653.7,35755.77,6519.0,64.0,0.18232022412047064,0.2192513368983957
510353,74,16,206843.1,20680.51,6707.0,67.0,0.32431501931045226,0.21621621621621623
510372,7,1,35134.0,3513.0,0.0,0.0,0.0,0.14285714285714285
510440,117,32,346401.5,34633.95,9928.1,97.9,0.2866580335191337,0.27350427350427353
510502,161,38,315203.6,31514.760000000002,10130.8,100.7,0.3214620704711062,0.2360248447204969
510505,211,49,438563.7,43848.87,3826.0,38.0,0.08725424395201062,0.23222748815165878
510513,170,50,415404.3,41534.13,0.0,0.0,0.0,0.29411764705882354
510537,100,23,223628.2,22359.42,10511.3,102.8,0.47010611187588947,0.23
510644,87,26,149679.0,14964.0,0.0,0.0,0.0,0.2988505747126437
510841,147,30,439406.7,43932.37,4788.0,47.0,0.10898569778957976,0.20408163265306123
510865,188,67,475891.8,47582.88,21875.5,216.8,0.45973467768239334,0.35638297872340424
511053,139,12,346570.8,34651.18,11878.8,117.8,0.34281083645636307,0.08633093525179857
511226,53,4,135268.0,13523.0,6683.0,66.0,0.49419507505730975,0.07547169811320754
511253,129,32,332692.8,33264.68,19048.9,188.9,0.5726464225719292,0.24806201550387597
511302,218,44,388030.8,38796.28,11131.0,110.0,0.2869089510643804,0.2018348623853211
511342,154,38,259887.1,25982.51,6997.7,68.4,0.26932347952526525,0.24675324675324675
511437,38,25,53516.0,5349.0,6088.0,60.0,1.1381566647971584,0.6578947368421053
511444,146,53,260473.3,26041.03,12577.0,125.7,0.48296860761651905,0.363013698630137
511472,154,69,408297.6,40823.66,29504.5,291.6,0.7227303970295657,0.44805194805194803
511483,22,14,52768.0,5276.0,0.0,0.0,0.0,0.6363636363636364
511541,121,44,287323.5,28728.05,0.0,0.0,0.0,0.36363636363636365
511568,207,51,523429.4,52334.24,21198.3,210.9,0.40505603979345073,0.2463768115942029
511573,181,46,307862.9,30779.59,16548.3,164.0,0.5376387404770498,0.2541436464088398
511584,222,63,365214.1,36513.51,4634.1,45.6,0.12691466802287701,0.28378378378378377
511588,218,80,472848.2,47276.62,13017.0,129.0,0.2753369424463932,0.3669724770642202
511626,0,0,0.0,0.0,0.0,0.0,0.0,0.0
511642,277,66,388916.7,38881.27,13100.5,129.2,0.3369360105778438,0.23826714801444043
511765,137,41,316057.1,31597.31,8673.0,86.0,0.2744853913197041,0.29927007299270075
511835,13,0,17698.0,1769.0,0.0,0.0,0.0,0.0
511875,169,59,462988.1,46291.21,6519.0,65.0,0.14082587169356775,0.34911242603550297
511922,103,29,194874.5,19482.25,4137.0,41.0,0.21234713649604126,0.2815533980582524
511981,36,18,63661.399999999994,6364.54,6532.2,64.6,1.0263428307466054,0.5
512071,247,67,472048.5,47195.25,5308.0,53.0,0.1124689454976931,0.27125506072874495
512097,220,49,414762.6,41468.76,5742.0,57.0,0.13846567874226284,0.22272727272727272
512169,0,0,0.0,0.0,0.0,0.0,0.0,0.0
512177,151,34,443294.5,44320.85,11586.0,114.0,0.26141195396748934,0.2251655629139073
512179,175,35,466336.4,46626.64,14915.0,146.3,0.3198815097978323,0.2
512191,149,23,273463.2,27338.72,15656.0,155.8,0.5726676303791838,0.15436241610738255
512219,176,37,458810.3,45873.33,7334.0,72.2,0.15987502978310056,0.21022727272727273
512262,172,33,410268.6,41018.56,0.0,0.0,0.0,0.19186046511627908
512284,135,32,264226.5,26417.05,4410.0,44.0,0.1669376406525331,0.23703703703703705
512358,57,7,48020.0,4799.0,6972.0,69.0,1.452802667222338,0.12280701754385964
512426,146,40,422450.1,42239.61,10831.4,107.3,0.25642755697791714,0.273972602739726
512471,137,43,313070.1,31301.11,24659.7,244.5,0.7878219015236201,0.31386861313868614
512522,215,43,410512.8,41044.479999999996,11318.3,112.1,0.2757569349154868,0.2
512580,99,12,203746.0,20372.3,0.0,0.0,0.0,0.12121212121212122
512599,121,15,274876.2,27481.12,3459.0,34.0,0.12586823244467474,0.12396694214876033
512615,273,46,516845.7,51677.770000000004,16681.5,162.7,0.32279837152415825,0.1684981684981685
512640,168,59,403050.1,40296.71,8618.8,83.9,0.21388346592066695,0.35119047619047616
512869,213,57,486027.60000000003,48596.06,26289.5,260.6,0.5409800712238811,0.2676056338028169
512897,152,40,253147.4,25307.84,6936.0,69.0,0.27406526989264984,0.2631578947368421
512906,91,17,231345.4,23130.04,19659.3,193.0,0.8499466494653705,0.18681318681318682
513000,22,13,17833.0,1781.0,0.0,0.0,0.0,0.5909090909090909
513081,137,61,402204.1,40211.11,24747.7,244.1,0.6154443386417336,0.44525547445255476
513099,123,18,239889.5,23982.95,11909.2,115.9,0.4965694378714879,0.14634146341463414
513123,158,54,428577.9,42852.09,2195.0,21.0,0.05122270582368328,0.34177215189873417
513125,155,56,406213.1,40614.31,3774.0,37.0,0.09292291313086447,0.36129032258064514
513170,205,63,477849.6,47776.36,10377.8,102.6,0.21721621320669887,0.3073170731707317
513229,152,24,376458.5,37638.55,8021.8,79.8,0.21312723258467714,0.15789473684210525
513246,210,42,411447.9,41136.09,5266.8,51.3,0.12803355885306553,0.2
513446,177,56,353839.1,35376.71,10353.7,102.2,0.29266995150199104,0.3163841807909605
513480,175,47,358539.2,35847.02,0.0,0.0,0.0,0.26857142857142857
513553,113,41,325763.6,32570.760000000002,15355.8,152.0,0.4714596773302188,0.36283185840707965
513590,162,40,429787.2,42970.520000000004,0.0,0.0,0.0,0.24691358024691357
513661,190,71,404706.4,40462.94,25579.1,252.5,0.6321611825537146,0.3736842105263158
513708,145,26,330112.9,33006.69,0.0,0.0,0.0,0.1793103448275862
513778,195,41,286910.0,28684.8,35076.8,347.5,1.222835787594824,0.21025641025641026
513820,161,68,417477.0,41738.7,7995.2,79.8,0.19155364206360045,0.422360248447205
514042,162,64,378548.3,37845.23,18018.0,179.0,0.4760969876520766,0.3950617283950617
514145,214,45,277490.7,27743.37,10387.1,101.3,0.3743993610004841,0.2102803738317757
514235,139,37,205171.5,20509.95,9553.0,95.0,0.4657739292392229,0.26618705035971224
514272,218,26,474366.4,47427.14,3736.0,37.0,0.0787734617773705,0.11926605504587157
514369,51,9,92890.0,9287.0,3042.0,30.0,0.3275546462797459,0.17647058823529413
514395,165,51,291845.9,29177.39,13468.7,132.8,0.4616142842111649,0.3090909090909091
514403,203,42,474962.2,47487.22,5006.5,49.4,0.10542836577925598,0.20689655172413793
514451,178,28,385345.7,38526.07,6326.0,63.0,0.16420050111521886,0.15730337078651685
514493,15,4,12224.0,1222.0,0.0,0.0,0.0,0.26666666666666666
514523,33,6,77626.0,7759.0,0.0,0.0,0.0,0.18181818181818182
514530,177,57,544258.7,54418.67,4301.0,43.0,0.07903537517546827,0.3220338983050847
514552,138,51,332717.0,33266.1,6084.0,60.0,0.18288888688484675,0.3695652173913043
514559,192,37,554943.1,55486.11,29060.5,287.9,0.5237436900874831,0.19270833333333334
514616,68,14,142098.0,14206.0,0.0,0.0,0.0,0.20588235294117646
514632,155,55,378539.6,37845.66,0.0,0.0,0.0,0.3548387096774194
514652,43,15,72986.0,7296.0,6011.0,60.0,0.8238760964912281,0.3488372093023256
514900,14,3,71194.0,7118.0,0.0,0.0,0.0,0.21428571428571427
514917,188,36,507040.4,50698.14,11509.7,113.9,0.2270241077877808,0.19148936170212766
515023,0,0,0.0,0.0,0.0,0.0,0.0,0.0
515049,231,53,491529.1,49143.71,4460.0,44.0,0.09075423894532993,0.22943722943722944
515134,226,74,550566.2,55049.42,9074.4,89.3,0.16484097380135884,0.3274336283185841
515142,0,0,0.0,0.0,0.0,0.0,0.0,0.0
515165,237,39,418597.5,41851.05,7088.9,70.3,0.16938404173849878,0.16455696202531644
515185,172,19,337119.9,33703.59,8922.4,87.4,0.264731442555526,0.11046511627906977
515298,0,0,0.0,0.0,0.0,0.0,0.0,0.0
515315,0,0,0.0,0.0,0.0,0.0,0.0,0.0
515386,206,25,430310.1,43023.71,14901.0,146.4,0.3463439112991418,0.12135922330097088
515444,37,0,22078.0,2206.0,0.0,0.0,0.0,0.0
515579,7,7,59494.7,5948.17,6366.9,62.7,1.0703964412584037,1.0
515605,163,2,359263.4,35921.74,0.0,0.0,0.0,0.012269938650306749
515634,71,20,142077.0,14204.0,0.0,0.0,0.0,0.28169014084507044
515639,0,0,0.0,0.0,0.0,0.0,0.0,0.0
515645,175,23,350930.8,35085.78,5021.0,50.0,0.14310640949125258,0.13142857142857142
515656,207,74,340004.7,33993.07,10885.1,108.3,0.3202152674059742,0.357487922705314
515663,253,58,423986.0,42389.7,5798.0,57.0,0.13677850987386087,0.22924901185770752
515667,230,39,356304.2,35621.52,9963.0,99.0,0.279690479238393,0.16956521739130434
515718,17,0,21397.0,2139.0,0.0,0.0,0.0,0.0
515775,182,61,324725.1,32466.31,22079.9,218.5,0.6800865266179003,0.33516483516483514
515790,0,0,0.0,0.0,0.0,0.0,0.0,0.0
515805,171,62,355579.8,35550.28,19406.1,193.2,0.545877557082532,0.36257309941520466
515822,92,39,246412.9,24634.69,6955.0,69.0,0.28232545244125257,0.42391304347826086
515826,159,50,505664.3,50561.03,29172.0,287.2,0.5769660942429377,0.31446540880503143
515860,207,70,422162.9,42210.09,25582.5,253.7,0.6060754667900495,0.33816425120772947
515905,193,18,363252.1,36316.51,0.0,0.0,0.0,0.09326424870466321
515929,199,55,411332.9,41124.79,7622.8,76.0,0.1853577854136155,0.27638190954773867
515969,205,63,444121.8,44401.08,17122.2,169.5,0.3856257550492015,0.3073170731707317
515981,178,66,334489.2,33442.72,6306.0,62.0,0.1885612175086237,0.3707865168539326
516133,217,49,463427.2,46334.12,12666.2,124.9,0.2733665816896922,0.22580645161290322
516224,244,34,370394.2,37032.92,4099.0,40.0,0.11068530377836801,0.13934426229508196
516242,196,45,420244.1,42019.01,16683.7,164.4,0.3970512394271069,0.22959183673469388
516255,80,40,300444.2,30039.72,11343.0,112.1,0.3776000575238384,0.5
516271,267,46,388167.0,38807.9,0.0,0.0,0.0,0.17228464419475656
516276,47,13,75125.0,7511.0,0.0,0.0,0.0,0.2765957446808511
516301,140,36,170649.6,17059.76,21622.6,214.3,1.2674621448367387,0.2571428571428571
516329,181,29,341881.7,34181.27,17654.3,173.8,0.5164904639295146,0.16022099447513813
516337,168,43,320065.0,32000.8,14279.9,140.8,0.4462357191070223,0.25595238095238093
516362,164,30,353496.2,35342.32,19218.5,190.2,0.5437815061376843,0.18292682926829268
516474,245,44,436542.8,43647.78,5454.0,54.0,0.12495480869817434,0.17959183673469387
516491,218,40,347082.6,34699.36,9089.6,89.3,0.2619529582101803,0.1834862385321101
516519,68,16,115500.0,11545.0,0.0,0.0,0.0,0.23529411764705882
516544,187,52,437360.6,43729.56,13499.9,132.3,0.3087133737453567,0.27807486631016043
516594,193,35,503834.3,50375.63,0.0,0.0,0.0,0.18134715025906736
516674,109,22,295735.6,29567.86,7001.5,68.4,0.23679427594692345,0.2018348623853211
516791,167,39,340718.5,34063.15,4090.0,40.0,0.12007110323032368,0.23353293413173654
516984,298,24,409108.4,40901.64,22460.9,222.0,0.5491442396930784,0.08053691275167785
516995,231,61,390925.1,39084.01,15391.0,152.7,0.39379275565634125,0.26406926406926406
517087,198,55,453455.7,45337.87,11839.0,118.0,0.26112827973612346,0.2777777777777778
517129,0,0,0.0,0.0,0.0,0.0,0.0,0.0
517190,130,17,327671.3,32760.23,12630.0,125.3,0.3855284288297121,0.13076923076923078
517222,98,13,180545.4,18049.74,4429.0,44.0,0.24537749574232093,0.1326530612244898
517262,4,1,18832.0,1883.0,3794.0,37.0,2.0148698884758365,0.25
517267,132,26,287297.8,28726.98,0.0,0.0,0.0,0.19696969696969696
517295,161,26,335252.7,33519.97,10292.3,100.9,0.3070497974789357,0.16149068322981366
517405,210,59,432115.6,43205.46,34959.0,344.4,0.8091338455834054,0.28095238095238095
517472,40,9,66018.0,6600.0,0.0,0.0,0.0,0.225
517533,279,11,495755.7,49568.57,9262.5,91.2,0.1868623605643657,0.03942652329749104
517538,226,52,484367.4,48426.94,7491.0,74.0,0.1546866269064285,0.23008849557522124
517559,161,45,208852.8,20878.78,9349.0,91.8,0.44777520525624587,0.2795031055900621
517612,0,0,0.0,0.0,0.0,0.0,0.0,0.0
517614,39,2,86200.8,8617.98,0.0,0.0,0.0,0.05128205128205128
517702,46,21,94957.0,9494.0,0.0,0.0,0.0,0.45652173913043476
517729,109,20,333683.3,33362.53,5952.0,58.0,0.1784037361674909,0.1834862385321101
517739,163,30,433155.1,43308.51,8642.0,85.0,0.1995450778611409,0.18404907975460122
517758,211,53,404635.4,40454.94,0.0,0.0,0.0,0.25118483412322273
517781,117,39,145825.8,14576.98,13179.0,131.0,0.9040967333425717,0.3333333333333333
517797,90,16,151991.0,15193.0,12025.0,119.0,0.7914829197656815,0.17777777777777778
517867,167,40,411662.6,41159.16,4785.0,47.0,0.11625601688664199,0.23952095808383234
517940,27,9,29505.0,2949.0,2772.0,27.0,0.9399796541200407,0.3333333333333333
517945,277,59,562212.6,56212.86,15892.6,157.0,0.28272178288028754,0.21299638989169675
518061,210,59,521654.9,52155.69,9713.2,96.6,0.1862347137963279,0.28095238095238095
518064,142,49,400122.8,40005.479999999996,0.0,0.0,0.0,0.34507042253521125
518210,0,0,0.0,0.0,0.0,0.0,0.0,0.0
518236,211,57,331811.4,33172.74,0.0,0.0,0.0,0.27014218009478674
518249,151,40,449865.2,44979.520000000004,9861.0,96.9,0.21923310875705207,0.26490066225165565
518305,185,26,330870.6,33080.36,2885.0,28.0,0.08721186831098574,0.14054054054054055
518533,41,6,84745.0,8473.0,0.0,0.0,0.0,0.14634146341463414
518561,103,30,272415.8,27235.58,11941.5,117.8,0.43845220112808314,0.2912621359223301
518578,51,12,103591.8,10357.98,0.0,0.0,0.0,0.23529411764705882
518582,146,45,268729.2,26866.12,16815.0,167.2,0.6258812214045051,0.3082191780821918
518622,125,57,235287.3,23522.03,12457.5,123.5,0.5296099018664631,0.456
518677,197,35,475010.5,47496.35,22741.3,226.3,0.47880100260335795,0.17766497461928935
518771,144,28,294796.6,29473.76,0.0,0.0,0.0,0.19444444444444445
518834,177,49,387492.2,38742.32,9101.0,90.0,0.23491107398834143,0.2768361581920904
519087,148,27,383907.2,38384.22,23477.2,231.8,0.611636761148201,0.18243243243243243
519203,205,65,537437.5,53736.15,5643.0,55.1,0.1050131057025857,0.3170731707317073
519213,0,0,0.0,0.0,0.0,0.0,0.0,0.0
519276,166,53,387459.1,38738.81,10600.3,104.0,0.2736351478013909,0.3192771084337349
519300,123,33,199815.0,19975.1,8631.0,86.0,0.4320879494971239,0.2682926829268293
519419,206,50,294562.3,29447.63,12301.1,121.8,0.41772801410504,0.24271844660194175
519442,149,64,408975.8,40891.28,12040.3,119.7,0.29444663996822795,0.42953020134228187
519677,209,75,372458.1,37238.51,33168.1,329.1,0.8906935320451864,0.3588516746411483
519726,91,45,167148.5,16710.55,2648.0,26.0,0.15846276753308539,0.4945054945054945
519742,246,51,310153.0,31007.4,0.0,0.0,0.0,0.2073170731707317
519766,121,25,231680.1,23161.41,7848.9,77.9,0.3388783325367497,0.2066115702479339
519796,190,65,390195.5,39015.45,13053.3,129.7,0.33456745981399677,0.34210526315789475
519826,194,37,336714.1,33664.51,15410.9,152.0,0.4577788299903964,0.19072164948453607
519873,66,8,119293.0,11927.0,0.0,0.0,0.0,0.12121212121212122
519933,208,28,403711.7,40364.17,4389.0,43.0,0.10873504893077203,0.1346153846153846
519984,220,21,457556.1,45748.11,0.0,0.0,0.0,0.09545454545454546
520091,112,20,223249.0,22318.3,10354.8,101.5,0.46396006864322104,0.17857142857142858
520094,138,17,382499.2,38243.12,18838.4,187.0,0.49259579239350765,0.12318840579710146
520137,153,59,388173.3,38812.13,25564.6,251.2,0.6586755223173786,0.38562091503267976
520163,169,48,445962.9,44590.49,4257.9,41.8,0.09548897085454768,0.28402366863905326
520202,79,15,164391.8,16433.98,8517.0,84.0,0.5182554682432375,0.189873417721519
520207,191,51,407932.7,40785.97,21548.5,212.7,0.528331188396402,0.2670157068062827
520321,0,0,0.0,0.0,0.0,0.0,0.0,0.0
520428,255,109,474369.4,47428.04,37208.3,366.9,0.7845211398151811,0.42745098039215684
520660,172,52,376782.4,37670.84,20532.4,203.4,0.5450475752598032,0.3023255813953488
520821,209,40,382955.1,38287.91,9750.0,97.0,0.25464957476132805,0.19138755980861244
521043,1,0,15366.0,1536.0,0.0,0.0,0.0,0.0
521111,201,53,489283.2,48921.32,18262.5,181.2,0.3733035003961463,0.263681592039801
521176,183,36,374536.9,37446.89,15429.9,152.0,0.41204756923739194,0.19672131147540983
521217,161,37,432721.7,43264.27,17405.5,172.0,0.40230656844550944,0.22981366459627328
521225,114,48,220824.2,22076.52,15534.1,153.8,0.703648038730742,0.42105263157894735
521252,196,62,289960.1,28988.91,25081.9,248.9,0.8652239770312165,0.3163265306122449
521311,161,22,264437.4,26438.84,8897.0,88.0,0.3365124944967328,0.13664596273291926
521384,198,13,425562.9,42547.39,0.0,0.0,0.0,0.06565656565656566
521431,216,62,313683.8,31361.38,12350.0,123.5,0.3937964464573944,0.28703703703703703
521486,212,32,422220.5,42213.05,25333.7,251.1,0.6001390565239896,0.1509433962264151
521545,206,73,414333.6,41424.36,6805.8,66.5,0.16429463243366946,0.35436893203883496
521576,164,56,313004.3,31294.93,3703.0,37.0,0.11832587578882586,0.34146341463414637
521653,184,10,375899.0,37583.8,6851.0,68.0,0.18228598491903425,0.05434782608695652
521684,209,39,375931.1,37585.61,3054.0,30.0,0.08125450139029272,0.18660287081339713
521699,138,25,233719.0,23369.9,15004.3,148.2,0.6420352675877945,0.18115942028985507
521702,179,52,364923.8,36483.18,9790.7,96.9,0.2683620232666122,0.2905027932960894
521875,157,41,432408.2,43234.62,11717.6,114.7,0.2710235454827636,0.2611464968152866
521949,66,24,246131.7,24609.87,0.0,0.0,0.0,0.36363636363636365
522111,201,24,260302.6,26023.76,14126.5,138.7,0.5428308591840687,0.11940298507462686
522234,166,39,328463.0,32839.6,2452.0,24.0,0.07466595208224218,0.23493975903614459
522251,144,51,265131.9,26507.29,22477.6,223.3,0.8479780467939196,0.3541666666666667
522261,172,40,361790.6,36173.76,10597.6,105.0,0.2929637394619746,0.23255813953488372
522285,45,16,54527.0,5450.0,7685.0,76.0,1.410091743119266,0.35555555555555557
522408,160,44,328219.3,32816.73,5804.0,58.0,0.17686100961308454,0.275
522493,185,41,454506.4,45442.94,21602.1,211.8,0.4753675708481889,0.22162162162162163
522572,159,47,443824.2,44376.42,18661.5,182.9,0.4205273881940003,0.29559748427672955
522618,242,49,448056.9,44796.09,8631.0,85.0,0.19267306588588426,0.2024793388429752
522677,184,28,456426.5,45636.25,7497.0,74.0,0.1642773014873045,0.15217391304347827
522758,230,52,469161.0,46908.3,17050.9,168.5,0.3634943069776564,0.22608695652173913
522763,39,25,107461.0,10744.0,6684.0,66.0,0.622114668652271,0.6410256410256411
522788,16,6,32656.0,3265.0,3864.0,38.0,1.1834609494640123,0.375
522851,0,0,0.0,0.0,0.0,0.0,0.0,0.0
522866,151,32,273056.1,27295.31,11602.8,114.4,0.42508401626506526,0.2119205298013245
522924,206,63,588696.1,58860.81,19073.1,189.2,0.32403733485828684,0.3058252427184466
522935,150,58,327116.3,32705.23,4677.0,46.0,0.14300465093809156,0.38666666666666666
523037,30,6,54762.0,5474.0,0.0,0.0,0.0,0.2
523110,230,37,393976.4,39388.74,6402.0,64.0,0.16253375964806185,0.1608695652173913
523170,193,24,435204.2,43512.92,0.0,0.0,0.0,0.12435233160621761
523188,60,20,152469.0,15244.0,0.0,0.0,0.0,0.3333333333333333
523194,76,24,121969.0,12194.0,4988.0,49.0,0.40905363293422997,0.3157894736842105
523210,223,55,395842.1,39572.01,13717.4,135.5,0.34664400418376523,0.24663677130044842
523246,181,47,414753.2,41465.92,18008.2,177.3,0.4342891704802402,0.2596685082872928
523272,240,34,463237.4,46317.04,3541.0,35.0,0.07645134490459667,0.14166666666666666
523288,177,50,368122.3,36804.43,8673.0,85.0,0.23565098005865054,0.2824858757062147
523296,136,32,239697.7,23963.57,8779.0,87.0,0.3663477520252617,0.23529411764705882
523394,230,61,291858.5,29177.95,10484.2,102.6,0.3593192804840642,0.26521739130434785
523399,53,11,132527.2,13251.32,6735.5,66.5,0.5082889855501188,0.20754716981132076
523642,159,48,323712.6,32362.36,0.0,0.0,0.0,0.3018867924528302
523722,100,41,298348.9,29829.19,5679.0,56.0,0.1903839829375186,0.41
523897,230,87,561063.6,56099.86,10443.1,102.9,0.18615197970191014,0.3782608695652174
523904,227,47,344275.6,34418.86,9873.4,97.5,0.28686016910496165,0.20704845814977973
523979,31,8,59160.0,5915.0,0.0,0.0,0.0,0.25806451612903225
524055,185,40,304498.6,30445.86,14455.0,143.7,0.4747771946662042,0.21621621621621623
524234,202,60,425408.1,42533.81,15847.9,155.8,0.37259535414297473,0.297029702970297
524379,149,48,450577.0,45051.3,24128.1,235.6,0.5355694508260582,0.3221476510067114
524483,227,33,386331.4,38626.44,12873.2,126.6,0.3332743064077352,0.14537444933920704
524536,0,0,0.0,0.0,0.0,0.0,0.0,0.0
524586,73,4,174723.9,17468.59,0.0,0.0,0.0,0.0547945205479452
524951,0,0,0.0,0.0,0.0,0.0,0.0,0.0
524968,24,0,85664.0,8565.0,0.0,0.0,0.0,0.0
525129,248,61,463068.3,46296.53,27224.2,268.9,0.5880397515753341,0.24596774193548387
525188,166,56,425204.2,42513.92,17981.3,178.2,0.4229508829108207,0.3373493975903614
525202,11,0,25500.0,2550.0,0.0,0.0,0.0,0.0
525245,23,7,62062.0,6204.0,2851.0,28.0,0.45954223081882656,0.30434782608695654
525246,208,41,437054.2,43699.02,6771.6,66.5,0.1549599968145739,0.1971153846153846
525476,0,0,0.0,0.0,0.0,0.0,0.0,0.0
525508,152,38,525778.8,52569.58,0.0,0.0,0.0,0.25
525525,211,36,419419.2,41934.72,11314.5,112.1,0.2698122224257131,0.17061611374407584
525548,173,60,310498.4,31040.34,5969.0,59.0,0.1922981513733419,0.3468208092485549
525579,183,26,369751.6,36967.06,7275.1,72.2,0.19679952909428017,0.14207650273224043
525612,154,57,351662.6,35158.56,13296.2,131.1,0.3781781733950424,0.37012987012987014
525740,203,41,496350.0,49629.1,16979.9,167.8,0.3421359645852938,0.2019704433497537
525765,235,61,414715.2,41463.32,16887.2,167.2,0.40728045896951814,0.25957446808510637
525866,0,0,0.0,0.0,0.0,0.0,0.0,0.0
525918,81,30,138762.8,13870.68,4385.0,43.0,0.3161344649289004,0.37037037037037035
526020,52,6,81913.0,8190.0,0.0,0.0,0.0,0.11538461538461539
526064,50,6,96465.0,9644.0,0.0,0.0,0.0,0.12
526094,196,43,413833.3,41376.130000000005,0.0,0.0,0.0,0.2193877551020408
526164,186,30,358611.3,35852.83,0.0,0.0,0.0,0.16129032258064516
526165,254,52,439557.3,43946.43,0.0,0.0,0.0,0.2047244094488189
526222,178,44,362057.9,36199.59,29236.3,287.7,0.8076417440087029,0.24719101123595505
526316,147,24,373061.1,37296.909999999996,22304.1,220.4,0.5980146880800581,0.16326530612244897
526344,80,24,155951.0,15591.0,16372.0,162.0,1.050093002373164,0.3
526349,175,47,494676.8,49457.68,29189.0,287.1,0.5901813429178239,0.26857142857142857
526374,182,27,359813.7,35975.87,14091.8,140.5,0.39170143765807464,0.14835164835164835
526479,7,5,35508.0,3550.0,0.0,0.0,0.0,0.7142857142857143
526481,138,17,266836.5,26676.65,25991.3,257.7,0.974308993070719,0.12318840579710146
526508,167,22,272895.7,27282.47,3549.0,35.0,0.13008352982702812,0.1317365269461078
526579,231,30,414718.2,41463.42,0.0,0.0,0.0,0.12987012987012986
526586,305,53,477405.5,47731.35,11130.9,110.3,0.23319893529095656,0.1737704918032787
526629,48,15,131603.0,13157.0,3340.0,33.0,0.253857262293836,0.3125
526644,234,86,466742.9,46665.09,17673.7,174.7,0.3787349386875714,0.36752136752136755
526663,117,40,326943.1,32688.51,8795.0,87.0,0.2690547840816238,0.3418803418803419
526736,34,0,50365.2,5035.72,0.0,0.0,0.0,0.0
526747,162,30,295518.9,29543.989999999998,21053.4,208.2,0.7126119390102692,0.18518518518518517
526765,213,40,462008.0,46192.1,2876.0,28.0,0.06226172873716501,0.18779342723004694
526784,284,69,420572.4,42045.04,0.0,0.0,0.0,0.24295774647887325
526822,222,57,367225.0,36715.3,0.0,0.0,0.0,0.25675675675675674
526867,24,8,33305.0,3329.0,0.0,0.0,0.0,0.3333333333333333
526975,0,0,0.0,0.0,0.0,0.0,0.0,0.0
527004,138,23,245599.3,24554.93,3092.0,30.0,0.12592175990727728,0.16666666666666666
527067,213,62,509392.5,50929.95,15860.4,155.1,0.31141597429410395,0.29107981220657275
527090,25,5,11313.0,1131.0,3810.0,38.0,3.3687002652519893,0.2
527194,180,30,407782.4,40772.74,0.0,0.0,0.0,0.16666666666666666
527235,164,35,400857.0,40079.0,34903.7,344.4,0.8708725267596497,0.21341463414634146
527244,87,13,114928.8,11487.08,0.0,0.0,0.0,0.14942528735632185
527337,196,33,462921.2,46285.32,11352.5,111.9,0.24527215108375613,0.1683673469387755
527414,0,0,0.0,0.0,0.0,0.0,0.0,0.0
527434,82,44,278521.7,27847.67,10359.5,102.4,0.3720059882927369,0.5365853658536586
527565,226,39,465030.6,46495.26,3550.0,35.0,0.07635186898621493,0.17256637168141592
527582,219,44,495417.8,49533.28,2488.0,24.0,0.05022885623564601,0.2009132420091324
527622,183,42,284792.1,28472.81,11985.0,119.0,0.42092789577143946,0.22950819672131148
527640,159,40,280772.1,28070.41,0.0,0.0,0.0,0.25157232704402516
527656,116,39,257317.80000000002,25726.78,0.0,0.0,0.0,0.33620689655172414
527712,213,30,351799.1,35172.51,19189.9,190.7,0.5455937037191829,0.14084507042253522
527773,101,21,303199.0,30314.3,0.0,0.0,0.0,0.2079207920792079
